Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,16-09-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Faroe Islands,FRO,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,32.34323,40.97355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9613,,,,,
Georgia,GEO,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.25235,98.48861,95.73649,97.36478,,96.111,,,99.68352,99.14789,99.85221,,97.98875,100,99.71336,100,99.73753,99.56347,99.74239,,,,
Ghana,GHA,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,88.56252,,93.03022,,,,,,,,,,,,,,,,,,,,,,,,,,97.3004,85.88517,97.70344,90.21124,88.63548,100,97.87292,,100,97.4298,,,93.75235,78.55738,89.01129,98.55972,,93.44148,94.80775,,,,
Gibraltar,GIB,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,55.41499,50.17661,38.73506,48.90388,76.428,58.94233,74.05417,72.88395,78.60726,76.39923,,,,,,77.8113,78.27981,,69.00886,75.27956,77.62088,82.79815,75.48155,,52.71885,70.01601,,46.59465,47.42421,62.43597,,,,,,,,
"Gambia, The",GMB,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,54.78502,,56.89046,81.39842,74.5828,72.22222,70.85202,76.69405,69.62843,63.59048,69.37738,73.76523,57.67884,52.05745,,,,,,,,,,,,85.26066,65.90038,69.24688,67.56331,92.20906,91.8007,88.04652,92.65385,96.13315,85.32285,,,86.99358,91.86454,93.96523,94.92243,,,,,,,,
Guinea-Bissau,GNB,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,75.1462,,64.43418,61.03448,81.21302,74.65438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.81372,92.34312,,,,,,,,,,
Greece,GRC,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,64.44444,68.34549,70.54816,72.54687,78.5528,81.41133,90.00865,89.39225,93.54526,,96.9965,97.36622,96.79113,98.03784,97.47993,98.00221,,98.13134,,,97.16853,,,,,,,,,,,,,100,98.51919,94.10827,,,,96.94628,96.7397,98.02278,97.70018,99.11048,97.24594,98.83023,,,,,
Grenada,GRD,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.81074,,,,,,,,,100,,,,
Greenland,GRL,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,68.09433,,,,,,,,,,,,,,,,,,,,,,,,95.18643,93.9762,94.95854,,,91.37366,91.29663,91.1825,90.87587,97.36841,93.1992,86.23007,81.63389,86.99301,80.70884,79.89039,83.16396,84.89556,85.65281,,,,
Guam,GUM,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,95.77696,90.968,94.195,,,,,,,,,,,,,,,,,,95.30098,92.50213,,,96.40259,95.20809,,,72.24686,,,,,,,,91.71704,93.37634,96.87711,,,,,,,,,,,,
High income,HIC,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,96.58646,96.39617,96.28634,96.68149,97.00447,97.40943,97.32474,97.27446,97.35334,97.41486,97.32859,97.41835,97.30277,97.1535,96.84037,97.23022,97.32247,97.25121,97.52574,97.64104,,,,,,97.4514,97.35165,,,97.48661,,,97.64374,97.39809,,,,,,,,
"Hong Kong SAR, China",HKG,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,92.36679,92.62141,93.47987,94.66492,94.78293,94.41633,,,,,,,,,,,,,,,,,,100,99.76569,100,100,99.66786,99.94425,99.70184,,99.56538,99.90408,99.91875,99.47115,99.58346,99.23659,99.09205,99.8591,,,,
Honduras,HND,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.30909,,,,,,70.50575,59.8276,72.82392,,72.71519,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,62.5862,60.63521,59.13438,58.81318,57.98933,57.75051,57.10514,56.50005,56.65947,55.73779,50.6929,52.18736,51.79808,50.65806,54.33735,55.72731,56.13949,57.61495,58.73275,58.74266,57.53245,59.15395,57.55787,59.34471,60.92935,62.37618,61.6374,63.9579,63.2886,64.60045,65.02193,64.89758,67.85561,70.33852,71.9762,74.21649,75.84504,73.3309,73.90382,74.91284,76.02427,74.80349,75.95689,76.20036,76.13427,75.6931,75.17031,,,,
Croatia,HRV,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.14788,99.82048,100,,99.46327,99.71461,100,99.8406,100,,,100,100,99.22951,98.76504,99.38038,99.75328,99.58105,,,,99.07162,98.39753,,,,,
Haiti,HTI,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,67.26846,65.72922,,56.76468,79.87871,,85.81851,69.97292,76.98496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,99.1611,99.97539,99.61541,99.63427,100,99.93276,99.70953,99.82449,99.8458,100,99.70823,99.78579,99.06641,99.88721,100,,,,,,,98.8251,98.78476,98.45619,98.69107,99.98433,100,99.72574,99.67678,99.30143,99.20615,99.2233,99.67891,99.63892,100,99.81112,,99.46663,99.64102,99.61397,99.75976,98.97728,,,,,
IBRD only,IBD,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.73811,79.48579,81.92416,81.9023,83.66685,86.68851,87.4668,87.54113,87.61705,88.71383,89.24344,90.72449,92.00159,90.72648,90.68141,92.04235,93.47136,94.02838,94.27564,94.54193,95.06114,94.63089,93.76355,93.15845,93.571,94.1112,93.93048,94.69612,,,,
IDA & IBRD total,IBT,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3562,75.46725,76.90676,78.91659,78.79863,80.45762,83.10304,83.87021,84.01559,84.30271,85.17196,85.80706,87.31338,88.48683,87.61542,87.64966,88.84745,89.96205,90.43779,90.39655,,90.8282,90.75397,89.50773,89.38325,89.54011,90.1251,89.76407,90.30148,,,,
IDA total,IDA,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,62.64978,62.36803,61.57463,59.38309,59.72231,58.65181,57.85525,59.86534,60.99776,61.28092,62.11796,62.40154,62.73975,62.84157,62.99769,62.74074,63.84141,,,,67.44813,67.58313,68.88726,71.07727,72.75851,74.40421,75.49314,76.9664,77.66626,77.92554,77.30531,77.97439,78.26439,79.54973,77.66498,79.03277,78.89812,79.93312,,,,,,
IDA blend,IDB,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9172,62.78857,63.98762,67.26609,69.40871,70.26502,70.19538,71.43542,72.17427,71.83019,73.0617,74.24873,73.84715,75.65167,73.61827,75.46429,74.84378,77.6323,76.43605,78.12188,,,,
Indonesia,IDN,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.66937,,,,,,,79.19007,83.0655,83.72159,78.38926,88.95904,98.2755,94.95003,92.84102,,,96.22965,91.77538,,,,87.35649,,,,,
IDA only,IDX,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,65.99713,65.35717,60.35455,60.44392,59.75388,59.26452,59.15913,58.88164,59.02001,58.41499,55.36368,56.18965,56.07576,55.22045,58.22356,59.31879,59.55414,59.81492,60.46599,61.13858,61.42439,62.83399,62.90101,64.7763,66.51126,68.1047,68.75242,70.75576,70.90796,72.26862,73.59365,74.89175,76.91243,78.71748,80.24974,80.84696,81.19835,79.45915,79.81252,80.43357,81.42664,79.62145,80.76993,80.85241,81.04924,80.65081,80.29609,,,,
Isle of Man,IMN,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,81.45206,84.76582,,,,,,,,,,,,89.73511,88.40635,90.96868,93.20717,,,,,,,,92.39498,,,91.19938,90.64594,91.14747,90.36919,91.5643,,,,
Not classified,INX,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,78.15947,80.50668,82.59486,82.40235,84.22456,,88.04616,88.87538,,,,,,,91.86817,92.22898,95.67547,100,85.93791,83.9894,96.16436,98.82815,98.70234,96.16295,96.87028,96.78847,,,,,94.4878,,,,,
Iraq,IRQ,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,85.75766,76.43676,82.58536,93.43187,98.7474,91.64358,95.32957,,82.87002,,,65.52519,,70.56039,65.44159,64.3893,64.10999,62.98938,,,,,,,,,,,66.79382,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.03708,100,99.49111,100,99.54809,100,99.29419,98.85834,100,99.53537,100,99.53915,100,99.48526,99.33097,,,,,,,,,,
Israel,ISR,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.78862,99.78048,99.94744,99.18305,100,99.65053,100,100,99.97128,100,100,99.54677,99.9814,99.66919,99.99024,99.60899,,,,,
Italy,ITA,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,92.00256,94.03185,94.95018,95.64346,96.41611,96.57841,97.70778,98.08962,98.68589,98.53027,98.51411,98.33893,98.66052,98.54253,98.94061,98.87999,100,100,100,97.57061,99.36784,,,95.18953,100,99.24024,,,100,99.5393,99.59848,99.66008,99.15694,99.24305,98.66961,99.34582,99.92328,99.88638,100,99.88257,100,99.78574,99.75424,99.84551,99.85309,99.89696,,,,,
Jamaica,JAM,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.99784,,,,,,,,,98.68725,96.80699,,92.80741,98.26068,95.57161,,96.22382,97.64241,,,,
Jordan,JOR,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,89.24777,89.79592,94.10348,93.19387,92.65647,92.68215,94.63262,94.89988,96.60973,94.03268,95.40311,96.07163,,,,94.72758,95.54621,93.82716,,,,100,100,,,,,,98.54813,,,99.21116,98.94538,99.11203,98.15221,99.32581,99.98617,,,99.07779,,,100,,,99.78198,98.22901,,,,
Japan,JPN,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,99.99077,,,,,
Kazakhstan,KAZ,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.82011,99.22945,99.44008,99.42115,100,99.95273,99.98971,99.93263,99.90758,99.82163,99.92605,99.99273,100,99.84843,99.93727,99.87178,100,99.70243,99.53135,,,
Kenya,KEN,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,89.3153,87.14163,,,,86.57217,81.92843,,81.68299,79.65519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.31872,100,,,,,,
Kyrgyz Republic,KGZ,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.12522,99.27187,100,100,100,99.92417,99.35514,99.70188,99.66684,98.81506,98.29375,98.68703,99.81496,100,98.91794,99.42786,99.58184,99.77121,,,,
Cambodia,KHM,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.8884,,72.18741,80.07786,80.69114,81.70317,81.98389,81.4024,79.6045,80.47318,,82.83418,82.41039,82.05772,81.30876,83.68179,83.40837,87.08213,89.28533,92.26153,,,,
Kiribati,KIR,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,22.91351,21.80451,21.61716,13.89183,15.26375,17.81857,,24.77764,,,28.51852,32.94798,36.8231,36.72131,,,,,,,,,,,,,,,,,,,,,,,,96.51696,,,,,,
St. Kitts and Nevis,KNA,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.22642,,,,,,,,,,,98.77919,100,100,,,,,,
"Korea, Rep.",KOR,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,58.56582,58.86915,,,67.49127,71.39108,78.50548,86.35386,91.63086,,95.98272,95.79526,97.34334,97.98188,98.5204,98.77613,98.68974,,,,,,,99.22676,,,99.76554,99.78867,99.65371,99.30916,99.28177,99.45682,98.22203,98.68869,98.62376,98.49254,99.93443,99.98423,,100,,99.6269,99.56331,99.50979,99.49422,99.50415,,,,,
Kuwait,KWT,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,100,100,,84.64369,99.77942,99.06165,100,,100,100,100,99.12131,,,,,,,,,,99.4314,,,,93.99088,98.05069,99.51688,99.58184,100,98.30212,98.10134,,,,,99.54359,,100,99.74222,,,99.3434,96.8126,98.99229,,,,
Latin America & Caribbean (excluding high income),LAC,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,60.4108,67.80497,77.73854,77.68464,78.33804,,,,,,,,,,,,,,,,,,89.49383,88.39325,89.21782,89.60145,89.91499,90.66219,91.71286,92.31058,92.59941,93.68564,93.4632,93.16094,93.22519,93.29179,93.72095,93.61695,94.08083,93.83496,93.78174,93.56083,93.75494,93.91361,93.83915,93.82945,93.81386,93.94921,,,,
Lao PDR,LAO,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4759,75.87256,,,70.37426,,72.33791,71.29949,73.63184,76.59693,78.81945,78.58312,78.22015,77.29854,78.30887,79.17592,79.91547,80.07291,80.80497,82.49992,85.04635,88.60642,87.91759,87.04355,86.31434,84.74015,,,,
Lebanon,LBN,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0553,93.77654,100,96.84467,96.45749,97.68682,97.30153,97.77313,97.96264,96.59011,96.49539,100,96.70027,97.25756,99.26181,100,89.67225,96.06915,97.82744,97.11485,,,,
Liberia,LBR,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31744,,,,,,77.34702,,81.36291,,,,,
Libya,LBY,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,81.07996,66.4033,68.30858,71.30807,,86.00059,83.87533,87.62542,84.48109,83.78277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,35.41906,,,,,,,,,,,,,,,,,,,77.63736,77.70053,79.22515,79.87493,,,100,98.8228,97.83345,99.42446,96.98246,94.51862,97.5,,,97.97357,99.10314,,,,
Latin America & Caribbean,LCN,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,61.79828,68.6995,,,,,,,,,,,,,,,,,,,87.25882,,89.5843,88.53819,89.32312,89.69012,89.98533,90.5091,91.75032,92.33539,92.60377,93.61997,93.37534,93.04713,93.05976,93.24882,93.63455,93.57426,93.97026,93.72015,93.70975,93.55652,93.78905,93.97258,93.9413,93.93537,93.92525,94.05535,,,,
Least developed countries: UN classification,LDC,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,54.74544,54.50535,54.18668,54.17998,54.29166,53.7983,51.55923,51.74837,51.79414,50.80807,53.64507,55.05206,55.52132,56.02419,57.01786,58.0812,58.00278,59.84719,59.57797,61.63193,63.6709,65.52648,66.37127,68.68775,69.12344,70.6422,72.50853,72.75652,74.93452,76.47522,78.02702,78.6456,79.39823,77.19159,77.93721,78.91845,80.15015,80.1424,80.2995,79.89863,80.14235,79.70665,79.68385,,,,
Low income,LIC,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,60.44005,,59.7612,59.78704,59.72445,59.71719,58.83209,54.99502,54.96347,54.94251,53.34997,57.32457,58.51768,58.42266,59.0868,61.11394,61.48618,59.97233,61.50474,59.59401,61.50345,63.3858,64.7986,64.40949,67.04996,66.26303,68.06237,69.27616,70.77145,72.66186,74.4721,75.69518,77.09363,78.33679,75.64113,75.80979,77.05631,77.9838,75.38807,75.76668,75.13923,75.76695,74.83711,,,,,
Liechtenstein,LIE,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,93.70648,94.71154,97.01737,96.59627,95.80975,99.55556,,,,90.63023,93.68421,95.59563,,,,,
Sri Lanka,LKA,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,87.96002,89.93106,95.28407,,96.5181,96.98285,98.1704,97.21766,,,,,,,,,,98.83594,98.45001,,,99.62847,99.89431,,97.94204,,97.43142,100,100,100,100,,,100,,,,
Lower middle income,LMC,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,73.8657,74.04976,75.45044,72.43595,73.24292,73.95592,75.21276,76.19401,77.1679,78.19396,79.11411,80.13856,81.07249,82.02348,82.90272,82.93916,85.30147,86.88617,84.1031,83.86803,85.81752,87.14446,87.32079,87.76043,88.56863,88.97157,89.13566,87.87041,88.18172,87.94403,88.98887,88.41135,89.41469,,,,
Low & middle income,LMY,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.14778,75.26375,76.71911,78.73755,78.62542,80.33701,82.98346,83.74116,83.96672,84.19351,85.07507,85.72109,87.24333,88.42894,87.56301,87.59518,88.78774,89.91406,90.39204,90.35695,,90.80524,90.72686,89.47757,89.35678,89.51717,90.10476,89.7389,90.27533,,,,
Lesotho,LSO,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,39.43516,,,,,,,,,,,,,60.6377,65.82903,,,,,,,,,,,65.46067,65.3677,63.74665,67.19871,76.05728,77.3705,72.87447,70.59017,83.35778,75.58115,81.70544,86.6452,87.76142,86.94312,85.89064,85.87698,86.06502,88.10427,88.47667,,,,,,
Late-demographic dividend,LTE,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.80567,89.73924,90.08657,88.94703,87.86933,88.82439,89.86017,91.01461,92.05127,93.15209,94.36002,95.47897,96.49531,97.5801,97.6787,97.66806,97.6436,97.34724,96.54314,95.59966,97.29986,97.80956,98.09257,98.12994,,,,
Lithuania,LTU,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.16333,,100,99.65813,99.61383,99.3301,98.93438,99.33058,99.44374,98.92543,99.18937,99.03354,99.28362,99.33293,99.17827,99.9183,99.74876,99.64859,100,100,99.3537,,,,,
Luxembourg,LUX,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,100,97.44665,96.13866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2714,98.91167,99.40861,99.60461,99.66362,98.84185,98.523,,99.12862,100,100,99.18415,98.74297,98.10421,98.58969,98.36512,99.08818,99.19535,,,,,
"Macao SAR, China",MAC,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.85787,,,,,,,91.9602,91.18306,94.89669,97.93866,100,95.74993,98.68461,100,100,99.78829,100,100,99.76391,100,98.85385,100,,99.51334,100,,,,
St. Martin (French part),MAF,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,64.38464,,73.55164,73.66803,75.05995,73.11026,73.72507,,75.10973,,55.95896,75.53733,79.31703,79.8052,77.43029,86.24766,69.32315,95.72281,92.0609,92.20523,91.94389,,88.26646,,85.08135,87.49509,87.0258,87.49705,86.34261,85.2057,,82.3625,83.90633,82.43824,83.71036,85.13965,84.51799,84.50869,86.77935,84.96574,83.89463,86.16295,87.85205,88.27532,,,,
Monaco,MCO,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.46639,,,,,,,98.08428,98.99773,99.37491,97.94578,98.89911,98.9614,97.93437,97.65234,98.27094,97.99378,98.1569,97.82877,98.03227,97.23079,97.75458,98.2335,98.69173,,,,
Madagascar,MDG,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,59.07872,,,61.82295,,,,,,,,,,,,,,54.71587,60.62642,62.55463,,,55.90057,,65.42308,,,62.29424,64.5419,61.72432,70.41546,63.37442,75.75343,71.5041,69.18726,74.05523,73.83616,71.9359,71.64019,78.69006,77.86467,72.72283,75.62767,75.66962,72.62113,,,,,,
Maldives,MDV,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.10806,97.86833,,100,,,,,100,,,100,100,,,,,
Middle East & North Africa,MEA,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,74.71506,77.78303,75.67056,77.80227,72.45499,77.26431,78.65945,79.57201,81.43792,82.09022,80.9066,82.89705,82.01411,82.63783,83.3397,84.53367,84.082,86.62272,87.49455,88.17077,88.44901,88.68066,89.27952,89.55283,89.83321,90.82578,91.02749,91.6053,92.72647,93.67007,90.11442,88.96623,91.46217,91.83379,91.68762,91.21134,90.90289,90.31392,87.06468,87.17185,88.62572,89.31213,90.33114,90.91456,,,,
Mexico,MEX,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.44193,80.98839,83.0603,,82.92926,,,88.4342,89.21189,91.39201,92.07787,92.8159,93.13615,93.35749,93.89219,93.78152,94.33598,94.72902,95.70571,96.29303,96.10331,96.34359,96.77,96.31618,96.36549,,,,,
Marshall Islands,MHL,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.27451,,,,96.18718,95.48495,89.56522,,,,,,,,,,,,,
