Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,16-09-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Faroe Islands,FRO,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,36.23992,50.47287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,
Georgia,GEO,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.90533,98.35781,99.87525,99.68487,,99.70459,,,99.70902,98.6089,99.69377,,99.10211,99.91722,99.62711,99.20232,99.89032,99.45754,99.63832,,,,
Ghana,GHA,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,92.22114,,100,,,,,,,,,,,,,,,,,,,,,,,,,,96.50351,84.88399,96.26083,90.88401,100,95.34403,95.6395,,99.86642,94.29074,,,93.00592,100,88.14497,97.94108,,92.84178,92.6668,,,,
Gibraltar,GIB,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,74.553,60.86132,44.42683,61.4229,73.36602,67.34757,65.97589,83.12798,78.70993,76.37414,,,,,,77.67179,76.42402,,71.30123,88.24024,86.42925,89.0793,83.98536,,63.14235,81.68361,,59.23652,60.54755,73.84337,,,,,,,,
"Gambia, The",GMB,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,55.21542,,60.56266,69.94697,63.9576,79.04055,69.95192,70.54161,65.61503,68.85246,67.31583,69.62604,60.66532,52.9327,,,,,,,,,,,,85.64676,70.87846,73.68687,72.89152,91.11979,89.58806,85.78546,94.0667,97.37673,85.46966,,,85.84154,92.85269,92.71281,93.89279,,,,,,,,
Guinea-Bissau,GNB,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,68.19127,,61.75497,83.88834,80.88907,98.24108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.66765,100,,,,,,,,,,
Greece,GRC,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,63.4187,66.80084,68.45525,69.54854,76.6129,79.87632,92.98819,92.72401,94.62101,,100,100,100,100,100,100,,100,,,100,,,,,,,,,,,,,98.8826,100,100,,,,100,100,100,100,100,97.02299,99.031,,,,,
Grenada,GRD,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.03831,,,,,,,,,95.78662,,,,
Greenland,GRL,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,67.57912,,,,,,,,,,,,,,,,,,,,,,,,96.35379,94.79813,96.77436,,,93.94472,94.0255,95.15405,94.6803,100,98.51344,93.15442,89.36794,97.64427,89.55101,88.42598,95.50459,94.209,94.44697,,,,
Guam,GUM,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,96.11937,91.1519,91.9211,,,,,,,,,,,,,,,,,,95.80479,93.98154,,,100,100,,,65.9058,,,,,,,,95.52986,94.41124,93.6044,,,,,,,,,,,,
High income,HIC,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,96.89188,96.71002,96.54446,96.91626,97.11196,97.42813,97.33318,97.08813,97.04,97.19551,97.46709,97.55355,97.53309,97.46852,97.15695,97.31874,97.47723,97.26124,97.35782,97.3671,,,,,,97.71949,97.69688,,,97.83746,,,98.15199,98.29463,,,,,,,,
"Hong Kong SAR, China",HKG,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,85.96559,86.17967,87.60639,88.46863,88.1361,88.01072,,,,,,,,,,,,,,,,,,99.738,99.81058,99.78069,99.89391,100,100,100,,100,100,100,100,100,100,100,100,,,,
Honduras,HND,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.35184,,,,,,66.34243,57.84343,71.31026,,69.22554,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,58.65305,57.29471,56.15881,56.61963,56.22332,56.91586,56.66294,57.42017,57.63571,57.64523,51.44391,53.92517,54.00207,53.47321,56.19625,56.83361,58.53466,59.64092,59.462,59.29245,59.19774,59.58329,59.06287,60.36759,61.49029,63.18057,62.93108,66.52067,65.97924,67.00561,67.14036,67.91059,70.60038,73.73301,74.38158,77.25995,79.00535,76.2605,77.32901,78.0078,78.8322,78.23668,78.35603,78.25148,78.89122,77.56584,76.8224,,,,
Croatia,HRV,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.76401,99.82085,,100,100,99.49301,100,99.79659,,,99.92579,99.18775,99.61773,100,100,99.23985,100,,,,99.12632,98.76436,,,,,
Haiti,HTI,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,58.30324,59.04924,,49.83755,70.55067,,73.93596,64.31588,70.30051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,99.68994,99.15463,99.65901,99.87497,98.92272,99.77754,99.94767,99.95473,99.63525,99.59236,99.68708,99.77938,100,99.85857,99.53456,,,,,,,100,99.99044,100,100,100,98.96613,100,100,100,100,100,100,99.67554,99.65407,99.55811,,99.19394,99.58105,99.66565,99.92526,100,,,,,
IBRD only,IBD,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,77.80459,78.79278,76.99773,78.07333,80.74844,82.63695,85.1675,85.04615,86.84623,89.97362,90.63255,90.44057,90.27351,91.14758,91.10021,92.5193,91.60853,92.80228,92.80326,93.84431,94.82683,94.56138,94.85054,94.44707,94.26596,94.7372,93.93847,93.35701,93.95951,94.36987,94.54036,95.20228,,,,
IDA & IBRD total,IBT,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,75.43759,76.39565,74.93345,75.7809,77.90477,79.51231,81.45863,81.29612,82.91751,85.48011,86.14232,86.08261,86.2133,86.91801,87.07157,88.5067,87.95069,89.02908,89.11618,89.89279,90.91593,90.86244,90.86508,,90.37742,90.94319,89.90751,89.65151,89.87342,90.51151,90.25957,90.73123,,,,
IDA total,IDA,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,62.91003,62.80154,62.57041,59.93943,60.8353,59.50617,59.18637,61.03929,62.09784,62.87969,63.53884,63.56676,63.42099,63.90441,63.61484,63.52883,64.28993,,,,67.7957,67.84342,69.07942,71.26869,73.12104,74.64521,75.96657,76.7081,78.4151,78.97071,78.21384,78.96504,79.07511,80.16708,78.82504,79.65494,79.14676,80.51983,,,,,,
IDA blend,IDB,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.12916,60.93655,62.28268,65.32729,67.79238,68.15734,67.96352,68.64702,71.11364,71.35227,72.45075,73.047,72.57424,74.52499,73.17187,74.80471,73.50754,76.04809,74.73641,76.40604,,,,
Indonesia,IDN,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.96028,,,,,,,77.55149,80.48075,83.73062,78.78642,88.29418,99.58965,88.3302,91.30564,,,96.64492,91.53376,,,,95.38974,,,,,
IDA only,IDX,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,65.23673,63.14368,60.82799,60.76437,60.29866,60.39094,61.01198,61.25722,61.29498,61.34816,57.51691,58.8545,59.13172,58.83302,61.24114,61.62019,62.8653,63.12218,62.92884,63.31988,64.04038,64.54541,64.96043,66.47946,67.75007,69.29329,69.90139,72.43094,72.57534,73.71346,75.13081,76.51017,78.64538,81.05249,81.72757,82.93445,83.26243,81.25576,82.04591,82.49752,83.1043,81.80086,82.24255,82.1597,82.94399,81.92585,81.36222,,,,
Isle of Man,IMN,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,90.13879,92.99212,,,,,,,,,,,,94.66748,92.12846,94.73468,88.7099,,,,,,,,91.62751,,,91.14428,90.00947,90.55221,90.32743,90.96657,,,,
Not classified,INX,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,86.74282,87.95995,89.42824,89.50516,90.63437,,92.90178,94.17928,,,,,,,92.73008,92.88215,98.4986,98.3064,95.97476,94.2212,96.08703,96.79583,100,96.68214,97.75681,97.24289,,,,,96.93179,,,,,
Iraq,IRQ,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,72.10982,67.61085,74.00635,83.04826,97.46631,74.37578,83.25935,,83.07991,,,68.36677,,94.56623,87.85127,80.06724,76.14889,78.63106,,,,,,,,,,,85.44604,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.8574,100,99.7724,100,99.17974,100,100,99.67646,100,99.67737,100,99.86188,100,100,,,,,,,,,,
Israel,ISR,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,99.63895,100,99.96334,99.97377,100,99.83689,99.7753,99.86044,100,99.7978,99.40387,99.5597,,,,,
Italy,ITA,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,96.47764,97.7981,98.46055,98.6792,99.50886,99.14734,99.69815,99.9869,99.92607,100,100,100,100,100,100,100,95.33693,96.51849,95.24373,98.63199,100,,,100,99.65113,100,,,93.60468,100,100,100,100,100,100,100,100,100,99.891,100,99.63696,100,100,100,100,100,,,,,
Jamaica,JAM,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,100,96.03859,,87.76961,90.602,85.98771,,92.88073,96.47516,,,,
Jordan,JOR,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,88.18455,94.16545,95.19124,94.37381,95.69829,95.07193,95.73913,95.74843,94.88461,94.47803,95.08692,94.14974,,,,96.70142,100,94.28283,,,,97.42152,97.90785,,,,,,98.49405,,,97.73181,99.66023,98.0445,98.61098,100,100,,,99.17815,,,97.63998,,,98.81545,97.73706,,,,
Japan,JPN,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99829,,99.94517,100,,,,,
Kazakhstan,KAZ,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,98.56489,99.66224,100,99.84475,100,100,100,99.77976,99.82868,100,100,99.84671,99.66062,99.44845,99.98336,98.34515,99.6585,99.53553,,,
Kenya,KEN,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,100,100,,,,95.36457,91.98685,,92.06533,90.94454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.21194,98.44004,,,,,,
Kyrgyz Republic,KGZ,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,96.93723,98.07133,98.18849,100,98.66716,99.99814,99.53774,99.83377,98.06436,99.11135,99.59956,99.45424,99.49335,99.94988,99.23767,99.75871,,,,
Cambodia,KHM,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.50358,,83.45308,88.77677,88.22939,87.3919,86.54449,85.38391,83.45154,82.36598,,82.3754,81.34632,80.03111,79.143,76.00611,80.01408,82.97401,85.13444,87.41245,,,,
Kiribati,KIR,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,20.89552,19.93007,20.50874,12.61731,14.80263,17.81116,,21.14736,,,27.16049,32.80363,32.12996,33.2981,,,,,,,,,,,,,,,,,,,,,,,,96.15754,,,,,,
St. Kitts and Nevis,KNA,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.64971,,,,,,,,,,,100,99.53408,98.76172,,,,,,
"Korea, Rep.",KOR,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,80.45302,77.48653,,,82.68081,85.10075,90.29984,94.0871,96.4725,,98.77851,98.13558,98.59988,98.89591,99.14486,99.15114,99.18392,,,,,,,99.55602,,,99.78142,100,99.5969,99.37204,99.33426,99.29503,99.11818,99.13775,99.23678,99.18585,99.91071,100,,99.96816,,99.95227,99.79813,99.75648,99.79796,99.77094,,,,,
Kuwait,KWT,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,95.27131,95.60314,,84.83299,100,100,99.35166,,99.93426,98.22564,99.18982,99.36712,,,,,,,,,,100,,,,100,100,99.72336,99.56864,98.41241,100,95.59054,,,,,99.93599,,98.73769,96.96537,,,100,97.40751,96.66629,,,,
Latin America & Caribbean (excluding high income),LAC,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,65.41314,72.12967,79.959,80.28842,80.99994,,,,,,,,,,,,,,,,,,92.06165,91.19794,92.07209,92.47279,92.84183,93.58922,94.54215,94.96687,95.21528,96.38089,95.90754,95.31977,95.34061,95.19009,95.39916,95.24317,95.80849,95.61433,95.70008,95.52865,95.71331,95.77655,95.56799,95.6832,95.82466,96.00999,,,,
Lao PDR,LAO,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.66465,84.32182,,,78.1262,,80.72413,80.21849,81.29553,85.02698,86.75904,85.33895,85.2203,83.35547,83.33333,83.90961,85.14532,84.89577,84.6216,86.25994,88.27274,91.64324,90.20914,89.61929,88.99404,87.56268,,,,
Lebanon,LBN,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4096,92.83255,92.98846,93.90467,93.60063,94.53922,94.20222,94.84917,95.84968,93.00695,93.61153,94.105,93.58945,95.42582,97.39749,98.32315,89.04765,94.65006,97.36241,95.34689,,,,
Liberia,LBR,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.55419,,,,,,81.0853,,78.06159,,,,,
Libya,LBY,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,84.4622,74.62362,81.29165,87.82414,,92.81633,90.85333,92.7308,87.7442,90.05169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,28.90308,,,,,,,,,,,,,,,,,,,58.89182,60.43285,64.88589,62.78454,,,96.04633,96.36591,96.33313,96.19307,94.98607,93.48463,96.57738,,,95.78125,97.36842,,,,
Latin America & Caribbean,LCN,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,64.956,71.12604,,,,,,,,,,,,,,,,87.04583,87.39493,88.60549,89.43243,90.92373,91.94982,91.13185,91.97076,92.36204,92.70781,93.25023,94.27614,94.67907,94.8273,95.91617,95.43564,94.84026,94.84395,94.86601,95.08369,95.00045,95.51045,95.36767,95.48724,95.38953,95.59825,95.70421,95.54449,95.65876,95.80075,95.97928,,,,
Least developed countries: UN classification,LDC,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,56.5361,56.61452,56.7945,56.85411,53.7953,54.25428,54.73525,54.27277,56.69805,57.42096,58.82654,59.11497,58.87713,59.62674,59.97701,61.082,61.11308,62.75241,64.21509,66.13329,67.02063,69.77292,69.96997,71.57375,73.9096,74.70292,76.45542,79.03192,79.53073,80.729,81.57588,79.01662,80.01064,80.54254,80.98914,80.72253,80.8348,80.25501,81.09692,80.11996,79.97081,,,,
Low income,LIC,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,61.10623,59.22768,60.35848,,60.5805,60.77083,61.3158,61.47118,61.64817,57.00211,57.4752,58.2458,57.38166,60.616,61.36594,63.18577,63.36002,64.07405,63.95933,63.27177,63.48114,62.37844,63.84253,65.0141,66.86841,67.06207,70.25506,69.34246,70.82322,72.49969,73.73853,75.4207,78.29793,78.72206,80.65417,81.73872,78.81053,79.52286,79.92946,80.77601,78.1264,78.55168,77.61063,79.01426,77.63698,,,,,
Liechtenstein,LIE,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.3665,100,100,100,100,100,100,,,,100,100,100,,,,,
Sri Lanka,LKA,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,82.44506,85.9042,93.64231,,95.55938,95.73757,96.8402,95.85294,,,,,,,,,,98.01996,97.64102,,,98.95881,99.00839,,96.76701,,100,96.99383,99.45102,99.4719,99.45562,,,98.88381,,,,
Lower middle income,LMC,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,78.70349,78.91234,80.33279,76.3073,77.15851,77.64211,78.98049,79.80388,80.43282,81.31643,82.10058,82.83616,83.45353,84.21091,84.89463,84.24952,86.50835,84.49955,86.29057,85.61826,86.91595,88.3006,87.55043,88.04614,87.78657,87.35081,88.67128,87.7333,87.58502,87.39943,88.48047,88.12126,88.97856,,,,
Low & middle income,LMY,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,75.28521,76.25095,74.77526,75.62241,77.75084,79.36823,81.31739,81.15688,82.8236,85.387,86.04102,86.03985,86.12161,86.83022,87.00303,88.45201,87.90091,88.9931,89.08008,89.84732,90.88185,90.8236,90.83663,,90.35119,90.92487,89.88292,89.62725,89.85397,90.49619,90.24544,90.71131,,,,
Lesotho,LSO,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,55.52392,,,,,,,,,,,,,69.21829,70.99237,,,,,,,,,,,68.75,69.9163,64.80076,70.29504,75.6502,79.68652,74.76315,79.74945,80.64969,77.19955,78.69707,82.21692,87.62269,82.52737,85.25321,83.26431,83.39534,84.70092,86.32489,,,,,,
Late-demographic dividend,LTE,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.77788,92.14707,92.53197,91.16522,89.82405,90.57403,91.47841,92.35399,93.23974,94.23734,95.3556,96.35904,97.28096,98.21711,98.2278,98.17063,98.21249,97.93383,97.15199,95.76373,98.1991,98.27804,98.64069,98.69182,,,,
Lithuania,LTU,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,99.92574,100,99.92751,100,99.67722,99.44983,99.10259,98.52053,99.25158,99.06796,99.37895,99.14976,98.44428,98.91393,98.88116,98.9093,99.06665,99.41228,99.07919,,,,,
Luxembourg,LUX,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,99.39459,100,96.76259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3575,100,100,99.98758,99.75949,99.93265,99.72394,,97.85299,98.53062,97.74824,98.39336,99.24609,97.699,98.10551,98.38975,98.70857,98.77006,,,,,
"Macao SAR, China",MAC,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.51689,,,,,,,92.74955,94.39601,92.2179,96.133,97.45048,95.80273,95.03946,99.41601,96.60478,98.46154,99.51754,98.87527,100,99.06743,100,99.39081,,100,98.45925,,,,
St. Martin (French part),MAF,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,62.24481,,69.58413,67.31457,68.21501,66.8912,69.80812,,68.78663,,48.26363,67.03692,71.51491,73.56244,73.47606,82.56733,66.48562,99.30979,91.9113,92.35491,90.80654,,87.04502,,84.21754,87.58292,88.48069,89.4495,88.36009,88.3336,,87.59866,88.89124,87.94217,89.97871,91.62894,91.94356,92.31315,93.70424,92.19314,90.72267,91.13783,92.48175,92.65343,,,,
Monaco,MCO,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.62074,,,,,,,98.46754,97.74893,97.5261,99.55009,98.3935,98.90644,98.81537,98.62933,98.225,98.25287,98.67355,97.85072,98.5401,98.61811,98.6568,98.62601,97.86276,,,,
Madagascar,MDG,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,59.35835,,,65.25025,,,,,,,,,,,,,,65.44645,65.41593,64.81763,,,54.99345,,60.23107,,,64.04481,67.59022,63.49719,71.45363,66.20656,77.48665,75.41173,71.53178,75.95101,76.32701,74.65815,74.06324,80.96271,79.15484,73.00607,76.10707,76.42909,73.86503,,,,,,
Maldives,MDV,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.37229,92.33064,,97.22153,,,,,93.35006,,,99.1453,97.83925,,,,,
Middle East & North Africa,MEA,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,74.53775,76.7572,80.63017,77.32789,79.96256,73.26445,79.58109,80.72776,81.31129,83.26743,84.43234,84.51053,86.96261,85.8652,86.25626,87.45359,88.93835,87.9385,90.46893,90.50726,90.92096,90.84706,90.6048,90.61515,90.43868,90.27722,91.14127,90.77378,92.25361,93.81263,93.50953,92.69579,91.6396,91.9986,92.24784,92.69742,92.21464,91.99418,91.60468,88.61763,89.54742,89.48333,90.20035,91.28945,91.86994,,,,
Mexico,MEX,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.75618,87.01699,88.77337,,88.00468,,,91.6781,92.00894,94.08076,94.52016,95.37538,95.42928,95.30264,95.48848,94.7039,95.3849,95.87122,96.98848,97.40805,96.98047,97.18998,97.35168,96.13582,96.77178,,,,,
Marshall Islands,MHL,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.87664,,,,90.78498,92.51248,92.06349,,,,,,,,,,,,,
Middle income,MIC,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,76.05912,76.94887,75.38813,76.24898,78.52797,80.31262,82.39046,82.29363,83.96484,86.69216,87.26856,87.21504,87.13806,87.96875,88.07592,89.60207,89.00749,90.14762,90.04293,90.92013,91.9429,91.82518,92.24424,91.92282,91.64438,92.20343,91.40279,,91.47963,,91.93122,92.53497,,,,
